seedling_id,treatment_1,treatment_2,measurement,leaf_area,amax_corrected,gsw_corrected,obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
26,mod,heat,07rec7,4.547159979,3.12841879,0.042346743,26,1752254293,3361,20250711 10:18:12,10:18:12,15,1752254285,0.001159365,1.159365137,4.12796401,401.5468387,271.0353212,27.50750314,40.75317887,0.055876736,3,0.055304936,0.034616471,161.9130745,31.56249908,30.9988129,4.511072965,54.68503077,2.456545486,4.492171718,2.054527478,-51.12800253,-11.90689997,-0.890936105,97.98723591,4.12796401,1.159365137,4.11816618,414.6708125,411.5089091,-0.000192332,66.94525149,1.247255682,23.36275392,24.27418667,0.000330937,79.52608172,166,21,1,0,52872.43444,999.9809355,841.1840465,0.841200084,0.161916161,6,0.5,1: Needles,2,FALSE,1752254285,401.5468387,404.9920323,24.20469032,23.35619677,401.9218387,24.37369032,799.9846774,101.3903226,0.100151103,30.92519355,30.9988129,999.9,0,0,9990.643548,0,0.001593673,-3.434097742,411.5433871,414.6773548,0.907266935,404.9920323,23.35619677,2.46008,2.368092258,20.76479677,20.14721935,999.9809355,0.959995935,0.040004139,0,0.925967742,0,7102.580968,7946.74871,36.687,39.5,37.86280645,38.752,37.425,959.9767742,40.00193548,0,1752254312,0,1752254312,10:18:32,1752254312,1752254311,26,-0.01,-0.018,-0.375,-0.169,405,23,0.44,0.1,-3.43886439,-0.002495958,0.025968982,1,0.908071146,-0.010814111,0.010612241,1,2,2,2-Feb,3.453,2.78103,0.0961431,0.0966571,0.12012,0.115051,27038.3,30695.7,29071.5,34583.4,29592.3,37800.9,35797.4,45539.6,2.21432,2.14815,0.0743754,0,29.8178,999.9,64,30,26.8898,61.6355,24.8918,2,0.0922256,0,20.2916,5.2089,11.974,4.98925,3.27163,4030.8,9999,9999,999.9,4.97263,1.8631,1.86495,1.8634,1.8634,1.86388,1.86036,1.86322,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.375,-0.169,-0.081161238,-0.001033731,9.12024E-07,-2.25E-10,-0.634287373,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.7,3.4,1.2854,2.40356,2.34741,2.67578,2.39868,2.27051,35.5451,15.0689,18,633.756,631.968,30.2516,28.9092,30.0006,28.6373,28.5708,25.7946,18.484,100,-999.9,405,23.3235,99.8312,99.6601
27,mod,heat,07rec7,4.863958931,4.710005652,0.076732292,27,1752254436,3504,20250711 10:20:35,10:20:35,15,1752254428,0.001982043,1.982042546,5.810088923,400.0573,288.6629917,29.29708692,40.60275763,0.09465412,3,0.093025769,0.058285073,161.9094322,31.5153778,31.27556667,4.582748626,55.04743948,2.495722052,4.533765921,2.087026574,-87.40807626,-30.52281792,-2.288820613,41.68971742,5.810088923,1.982042546,5.794633646,414.5886803,410.1382727,0.000504017,66.94357655,1.986273205,23.11750822,24.57256061,-0.000506816,79.59550376,190,24,1,0,52927.67086,999.9640333,841.1693592,0.841199614,0.161915256,6,0.5,1: Needles,2,FALSE,1752254428,400.0573,405.0093333,24.59024667,23.14033667,400.4663,24.70251,800.0373667,101.3923,0.100055307,31.08684667,31.27556667,999.9,0,0,10006.86833,0,0.001534355,-4.916123333,410.1797667,414.6035667,1.449899333,405.0093333,23.14033667,2.493263667,2.346254333,20.98259667,19.99753667,999.9640333,0.960012,0.039987783,0,1.068666667,0,7573.167333,7946.665,36.55373333,39.437,37.729,38.7748,37.312,959.9773333,39.98566667,0,1752254456,0,1752254453,10:20:52,1752254453,1752254311,27,-0.034,-0.018,-0.409,-0.169,405,23,0.6,0.1,-4.91207625,-0.111277036,0.025501413,0,1.4471275,0.047396398,0.011896639,1,1,2,2-Jan,3.45285,2.78091,0.0958241,0.0966069,0.121091,0.114151,27039,30688.3,29062.8,34574.2,29551,37829.2,35786.2,45526.8,2.16922,2.14208,0.0795983,0,30.0081,999.9,63.7,30.3,27.2331,61.7655,24.8598,2,0.108697,0,20.2916,5.21055,11.974,4.9895,3.272,4035.3,9999,9999,999.9,4.97264,1.8631,1.86504,1.8634,1.8634,1.86396,1.86037,1.8632,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.409,-0.1131,-0.090806894,-0.001033731,9.12024E-07,-2.25E-10,-0.652778032,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2.1,2.1,1.28662,2.38892,2.34741,2.67578,2.39868,2.30957,35.801,15.0602,18,604.069,629.583,30.4846,29.1555,30.0005,28.87,28.7991,25.7983,20.2396,100,-999.9,405,23.0323,99.8005,99.6329
28,mod,heat,07rec7,4.450360786,3.240952044,0.065328686,28,1752254551,3619.5,20250711 10:22:31,10:22:31,15,1752254543,0.001848526,1.8485261,4.369468724,401.2004,308.6326778,31.32444896,40.71954254,0.088076481,3,0.08666476,0.054290427,161.9162689,31.5655701,31.25195667,4.576595484,54.80625031,2.487094469,4.53797597,2.089501014,-81.52000103,-24.06955152,-1.804843026,54.52187332,4.369468724,1.8485261,4.495909542,414.5919867,411.1637273,-0.007062536,66.94394488,1.721744234,23.14064565,24.42562424,-0.006314238,79.57260873,648,81,1,0,52903.96011,999.9950667,841.1964033,0.841200553,0.161917068,6,0.5,1: Needles,2,FALSE,1752254543,401.2004,405.0338333,24.50477667,23.15231667,401.6114,24.62113,799.9771,101.3943667,0.099905363,31.10313667,31.25195667,999.9,0,0,10002.54,0,0.001620037,-3.829912667,411.2822333,414.6335,1.352465667,405.0338333,23.15231667,2.484645667,2.347512667,20.92621667,20.00618667,999.9950667,0.959984267,0.04001611,0,-0.152333333,0,6707.906,7946.821333,36.41013333,39.281,37.5683,38.67253333,37.2101,959.979,40.01833333,0,1752254571,0,1752254568,10:22:48,1752254568,1752254311,28,-0.002,-0.018,-0.411,-0.169,405,23,0.3,0.1,-3.82948275,-0.052159137,0.022297652,1,1.34547975,-0.105076886,0.05165843,0,1,2,2-Jan,3.45309,2.78141,0.0959712,0.096567,0.120552,0.114209,27030.1,30686,29058.3,34570.6,29565.2,37823.3,35780.6,45522.5,1.09372,2.13888,0.092648,0,29.767,999.9,63.4,30.4,27.2577,61.7156,25.0721,2,0.116258,0,20.2916,5.21055,11.974,4.98965,3.272,4038.7,9999,9999,999.9,4.97265,1.8631,1.86502,1.86343,1.8634,1.86398,1.86041,1.86325,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.411,-0.1201,-0.125025255,-0.001033731,9.12024E-07,-2.25E-10,-0.652778032,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.6,4,1.28662,2.3999,2.34863,2.67212,2.39868,2.29004,35.9879,15.0426,18,136.049,628.315,30.6072,29.2844,30.0002,29.0872,28.9185,25.8068,20.1388,100,-999.9,405,23.317,99.7851,99.623
29,mod,control,07rec7,4.528703047,2.512643497,-0.042359567,29,1752254668,3736.5,20250711 10:24:28,10:24:28,15,1752254660,-0.001106694,-1.106694314,3.328957722,402.8199355,483.0315215,48.99178686,40.85627447,-0.056121454,3,-0.056711342,-0.035391076,161.9178057,32.14570147,30.21305806,4.31286752,53.38062356,2.399085394,4.494300055,1.913782127,48.80521923,116.5208751,8.685301928,335.929202,3.328957722,-1.106694314,3.263680761,415.1422755,412.6341152,-0.000310486,66.94248962,-1.153733271,24.47005464,23.62539758,-5.49E-05,79.64030977,800,100,1,0,52925.64032,1000.014935,841.2122463,0.841199683,0.161915387,6,0.5,1: Needles,2,FALSE,1752254660,402.8199355,404.9823548,23.65363548,24.46404194,403.3119355,23.79863548,799.9815161,101.3925806,0.033071048,30.93349677,30.21305806,999.9,0,0,10001.17742,0,0.00162049,-2.08086871,412.6572581,415.1382581,-0.822526774,404.9823548,24.46404194,2.397072903,2.480470645,20.34400645,20.89891613,1000.014935,0.960009548,0.039990277,0,1.816451613,0,9472.209355,7947.067419,36.22764516,39.012,37.375,38.47358065,37.044,960.0245161,39.99,0,1752254688,0,1752254693,10:24:52,1752254693,1752254689,29,-0.081,-0.026,-0.492,-0.145,405,24,0.45,0.07,-2.085623659,0.042200279,0.018532471,1,-0.81373839,-0.194771289,0.019733895,0,1,2,2-Jan,3.45347,2.71426,0.0962328,0.0965706,0.117849,0.118582,27022.5,30686.3,29058.8,34571.3,29658.4,37638.6,35782.2,45525,0.303,2.13905,0.0450686,0,29.5057,999.9,63,30.6,27.3996,61.4456,20.3245,2,0.117317,0,20.2916,5.21145,11.974,4.99055,3.272,4042.2,9999,9999,999.9,4.97265,1.8631,1.86502,1.86346,1.86341,1.86398,1.86042,1.86324,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.492,-0.145,-0.127177381,-0.001033731,9.12024E-07,-2.25E-10,-0.652778032,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.7,6,1.28784,2.39014,2.34863,2.66968,2.39868,2.31445,36.152,15.0339,18,-0.194194,629.055,30.6275,29.3217,30.0001,29.302,28.9738,25.8396,16.3478,100,-999.9,405,24.3943,99.7882,99.6269
30,mod,control,07rec7,5.917125111,8.821486235,0.167432642,30,1752255042,4110.6,20250711 10:30:42,10:30:42,15,1752255034,0.003345483,3.345483064,8.945039427,397.2684194,299.4271763,30.39024632,40.32060572,0.169777693,3,0.164614849,0.103335064,161.9157739,31.39731986,30.9738,4.504643324,54.72029598,2.513271563,4.592942195,1.991371761,-147.5358031,55.12275917,4.131994129,73.63472411,8.945039427,3.345483064,9.045487395,414.2503882,407.2918727,0.005822022,66.94319136,3.345991541,22.36252849,24.78958182,0.005079229,79.60259951,343,43,1,0,52863.94168,999.9985806,841.198808,0.841200002,0.161916004,6,0.5,1: Needles,2,FALSE,1752255034,397.2684194,404.9740323,24.76260968,22.31561613,397.7084194,24.89112903,799.9956129,101.3947419,0.099874181,31.31461935,30.9738,999.9,0,0,10001.85968,0,0.001583501,-7.754757742,407.3053226,414.2175806,2.446987742,404.9740323,22.31561613,2.510798387,2.262688065,21.09667097,19.41318387,999.9985806,0.959999774,0.039999955,0,1.98483871,0,7884.854194,7946.897742,35.875,38.625,36.99390323,38.062,36.69512903,959.9983871,40,0,1752255062,0,1752255067,10:31:07,1752255067,1752254689,30,0.052,-0.026,-0.44,-0.145,405,24,0.16,0.07,-7.759557317,0.054335958,0.049854068,1,2.456609268,-0.203013449,0.02315134,0,1,2,2-Jan,3.45242,2.78088,0.0952502,0.0965124,0.121809,0.111549,27049.2,30686,29056,34569.2,29521.3,37937.4,35778.6,45522.9,1.88978,2.13015,0.0603348,0,29.977,999.9,62.3,31.1,27.8795,61.7829,25.1562,2,0.12357,0,20.2918,5.20995,11.974,4.98985,3.272,4053.8,9999,9999,999.9,4.97264,1.86314,1.86508,1.86351,1.86346,1.86401,1.86044,1.86324,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.44,-0.127,-0.208093041,-0.001033731,9.12024E-07,-2.25E-10,-0.678537754,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,5.8,5.9,1.28784,2.40845,2.34863,2.66479,2.39868,2.30957,36.4107,14.9814,18,434.501,623.38,30.8006,29.4092,30.0003,29.1792,29.1077,25.8266,24.6974,98.1407,-999.9,405,22.4784,99.7785,99.6217
31,mod,control,07rec7,3.937628866,2.74804404,0.036339165,31,1752255171,4239.6,20250711 10:32:51,10:32:51,15,1752255163,0.001124719,1.124719332,4.187358636,401.5047419,268.4655039,27.24740738,40.74997758,0.055372154,3,0.054810578,0.034306592,161.9159552,31.81037296,30.98041613,4.506343243,54.80071396,2.495532024,4.553831226,2.010811218,-49.60012254,29.75159806,2.228595567,144.2960263,4.187358636,1.124719332,4.136250939,414.8578519,411.6809939,-0.000232968,66.94201886,1.208019446,23.77219967,24.65359636,0.000566986,79.65325369,291,36,1,0,52909.03306,1000.003581,841.2026884,0.841199676,0.161915375,6,0.5,1: Needles,2,FALSE,1752255163,401.5047419,404.983871,24.58818387,23.76540323,401.9847419,24.76018387,800.0172581,101.393129,0.100012452,31.16436774,30.98041613,999.9,0,0,10005.76774,0,0.00153418,-3.438299677,411.6834516,414.8430323,0.859667323,404.983871,23.76540323,2.49681129,2.409647097,21.00572581,20.42875161,1000.003581,0.960011903,0.039988245,0,2.448548387,0,6180.501613,7946.987419,35.74187097,38.48577419,36.875,37.875,36.562,960.0141935,39.98935484,0,1752255191,0,1752255193,10:33:12,1752255187,1752255193,31,-0.039,0.003,-0.48,-0.172,405,24,0.22,0.15,-3.441567805,0.055074146,0.018941472,1,0.841596488,0.291988369,0.030090821,0,1,2,2-Jan,3.45315,2.78054,0.096027,0.0965283,0.121357,0.116302,27027.1,30685.6,29057.3,34569.3,29538.5,37735.5,35780.7,45524.2,1.9895,2.132,0.0724941,0,29.8459,999.9,62,31.2,27.9025,61.8129,25.024,2,0.123361,0,20.2917,5.2104,11.974,4.9894,3.272,4057.6,9999,9999,999.9,4.97266,1.8631,1.86508,1.86355,1.86354,1.86401,1.8604,1.86325,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.48,-0.172,-0.15632807,-0.001033731,9.12024E-07,-2.25E-10,-0.678537754,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.7,8,1.28906,2.40234,2.34741,2.66602,2.39868,2.31201,36.5051,14.9638,18,491.061,624.989,30.8048,29.4227,30.0001,29.1895,29.1201,25.8648,20.0371,100,-999.9,405,23.708,99.7837,99.6235
32,mod,control,07rec7,5.359923365,8.169847208,0.117741521,32,1752255307,4375.6,20250711 10:35:07,10:35:07,15,1752255299,0.003028376,3.028375599,9.14548211,397.2177,271.3351825,27.5371945,40.31272673,0.131802095,3,0.128667617,0.080692672,161.9142922,31.14411852,31.03373,4.520061874,49.05401718,2.210611369,4.506483864,2.309450505,-133.5513639,-8.5342696,-0.638864199,19.1897945,9.14548211,3.028375599,9.181720841,413.0310352,406.0083152,-0.000292403,66.9425667,3.038349157,19.60599462,21.81158424,0.005882616,79.62427942,65,8,1,0,52908.93193,999.9893,841.191012,0.841200013,0.161916025,6,0.5,1: Needles,2,FALSE,1752255299,397.2177,404.9790333,21.78205333,19.56023667,397.6407,22.04520667,799.9970667,101.3878333,0.09990684,30.98096333,31.03373,999.9,0,0,10000.00167,0,0.00152894,-7.815042,406.0076333,413.0585,2.221816,404.9790333,19.56023667,2.208435333,1.983170667,19.02364333,17.31057,999.9893,0.9599974,0.04000254,0,1.780833333,0,9144.890333,7946.812667,35.5,38.1684,36.5935,37.6187,36.3372,959.9893333,40,0,1752255327,0,1752255328,10:35:27,1752255328,1752255193,32,0.057,0.003,-0.423,-0.172,405,24,0.25,0.15,-7.809696,-0.023194221,0.026487341,1,2.25073125,-0.56278075,0.057013474,0,1,2,2-Jan,3.45116,2.78077,0.0952218,0.0965027,0.111863,0.101638,27056.4,30694.3,29062.8,34578,29867,38371.2,35788.9,45535.4,2.367,2.12385,0.102505,0,29.388,999.9,61.9,31.3,28.0161,61.8629,25.2804,2,0.115767,0,20.2918,5.2092,11.974,4.98955,3.272,4061.7,9999,9999,999.9,4.97264,1.86312,1.86508,1.86353,1.86352,1.86401,1.86046,1.86325,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.423,-0.2618,-0.195755719,-0.001033731,9.12024E-07,-2.25E-10,-0.675242714,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2,1.9,1.2854,2.41089,2.34863,2.65869,2.39868,2.29858,36.5287,14.9551,18,758.1,617.781,30.6977,29.3403,29.9998,29.1088,29.0517,25.7886,34.162,97.6563,-999.9,405,19.6025,99.8046,99.6483
33,mod,control,07rec7,5.033795359,2.18158594,0.024468831,33,1752255491,4559.1,20250711 10:38:10,10:38:10,15,1752255483,0.000594865,0.594864673,2.600327329,402.8739355,248.8782901,25.2569573,40.88492322,0.029165466,3,0.029008857,0.018144536,161.9162653,31.62065239,30.83609677,4.469389047,55.01483417,2.45938532,4.470403951,2.010003727,-26.23353207,0.643291897,0.048075595,136.3741007,2.600327329,0.594864673,2.490499296,414.8387697,412.9268788,-0.000439328,66.94198353,0.591519303,23.75889179,24.21668182,-0.006236632,79.64012416,90,11,1,0,52973.15851,999.9997742,841.1999664,0.841200156,0.161916302,6,0.5,1: Needles,2,FALSE,1752255483,402.8739355,405.003871,24.23441613,23.79909032,403.3379355,24.40141613,800.0193871,101.3831935,0.099974319,30.84007419,30.83609677,999.9,0,0,10008.29839,0,0.00152894,-2.088358065,412.9296452,414.8774839,0.452516452,405.003871,23.79909032,2.458704194,2.412825806,20.75567742,20.45010645,999.9997742,0.959995226,0.040004977,0,2.294516129,0,5601.279032,7946.88871,35.312,38.03,36.47154839,37.375,36.147,959.9935484,40.00516129,0,1752255510,0,1752255508,10:38:27,1752255507,1752255508,33,-0.041,0.006,-0.464,-0.167,405,24,0.35,0.14,-2.088665366,0.024467456,0.025097387,1,0.443527537,0.193430864,0.020239612,0,1,2,2-Jan,3.45319,2.78067,0.0963086,0.0965427,0.119936,0.116265,27027.8,30694.9,29066.6,34579.5,29596.6,37750.9,35793.5,45541.2,2.3299,2.13342,0.0924543,0,29.328,999.9,61.7,31.5,28.2484,61.6529,25.0481,2,0.109332,0,20.2921,5.2101,11.974,4.99,3.272,4067.2,9999,9999,999.9,4.97263,1.86313,1.86507,1.8635,1.8635,1.864,1.86042,1.86325,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.464,-0.167,-0.139205478,-0.001033731,9.12024E-07,-2.25E-10,-0.675242714,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2.7,5,1.29028,2.39868,2.34741,2.65869,2.39868,2.2937,36.5287,14.9288,18,726.599,624.549,30.5633,29.2342,29.9997,29.0284,28.9731,25.8866,20.9482,98.5798,-999.9,405,23.7019,99.8176,99.6573
34,mod,control,07rec7,6,-6.90198913,-0.3131275,34,1752255679,4747.1,20250711 10:41:18,10:41:18,15,1752255671,-0.008744686,-8.74468648,-6.90198913,412.879129,362.9020401,36.83021092,41.90228692,-0.3131275,3,-0.332501941,-0.205973795,161.9154495,33.86480484,30.34619677,4.3459076,39.5872681,1.757060521,4.438448535,2.588847079,385.6406738,59.56162978,4.43775134,611.5555044,-6.90198913,-8.74468648,-6.868330766,414.858792,420.1434545,-0.002367966,66.94263935,-8.64021091,23.75983246,17.36332727,0.007196704,79.61779976,800,100,1,0,52985.34011,999.9957419,841.1964901,0.841200072,0.161916139,6,0.5,1: Needles,2,FALSE,1752255671,412.879129,404.9946129,17.31298387,23.75807419,413.370129,17.75181935,799.9847419,101.3805806,0.107443258,30.71446129,30.34619677,999.9,0,0,10006.65161,0,0.0015536,7.908066129,420.1771935,414.8505806,-6.445086452,404.9946129,23.75807419,1.755200645,2.408607742,15.39342581,20.42176452,999.9957419,0.959999548,0.040000713,0,2.390322581,0,5897.92871,7946.877419,37.53803226,41.65296774,38.98364516,41.16103226,38.44935484,959.9941935,40.00225806,0,1752255698,0,1752255704,10:41:44,1752255704,1752255508,34,-0.027,0.006,-0.491,-0.167,405,24,0.2,0.14,7.93129475,-0.363567242,0.04267508,0,-6.4714145,0.4657603,0.045834867,0,0,2,0/2,3.45332,2.78841,0.098041,0.0965827,0.0958662,0.116315,26980.8,30699.3,29071.6,34585.3,30420.9,37756.6,35803.1,45550.9,0.305075,2.1339,0.078842,0,29.1459,999.9,61.5,31.5,28.1571,61.6929,25.6811,2,0.098999,0,20.2935,5.2113,11.974,4.9907,3.272,4073,9999,9999,999.9,4.97266,1.86313,1.86508,1.86354,1.86348,1.86401,1.86042,1.86325,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.491,-0.4368,-0.180127746,-0.001033731,9.12024E-07,-2.25E-10,-0.669117414,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2.9,2.9,1.29028,2.40723,2.34741,2.65747,2.39868,2.32422,36.5051,14.9026,18,0.0526089,623.563,30.3469,29.0885,30,29.0867,28.8464,25.8936,21.1536,99.3823,-999.9,405,23.7362,99.84,99.6766
35,mod,control,07rec7,5.243954481,7.038577108,0.110588746,35,1752255815,4883.6,20250711 10:43:35,10:43:35,15,1752255807,0.002537126,2.53712599,8.053361791,398.1795806,283.1571881,28.73436843,40.406669,0.126532844,3,0.123641018,0.07752995,161.9200216,30.98943837,30.72115806,4.440147132,54.75014784,2.42826837,4.435181393,2.011878762,-111.8872561,-3.167416955,-0.236416796,46.62893166,8.053361791,2.53712599,8.216315678,414.1391673,407.8676727,-0.00891141,66.94212801,2.581568808,22.08840022,23.97104121,0.001790805,79.64025117,170,21,1,0,52972.16703,1000.02229,841.2189643,0.841200214,0.161916412,6,0.5,1: Needles,2,FALSE,1752255807,398.1795806,404.9773871,23.92889355,22.07155161,398.6095806,24.08811935,799.9869032,101.3784516,0.100054474,30.70157419,30.72115806,999.9,0,0,10003.83387,0,0.001576411,-6.856156129,407.8813871,414.1176129,1.857340968,404.9773871,22.07155161,2.425874516,2.23758,20.53752903,19.23391935,1000.02229,0.959994516,0.040005245,0,0.156451613,0,7377.784839,7947.076452,37.06832258,39.8263871,38.32225806,39.12870968,37.79812903,960.0154839,40.00806452,0,1752255835,0,1752255832,10:43:52,1752255832,1752255508,35,0.061,0.006,-0.43,-0.167,405,24,0.2,0.14,-6.834900976,-0.287829617,0.035210267,0,1.866292927,-0.093210941,0.02349998,1,1,2,2-Jan,3.45248,2.78129,0.0954731,0.0965838,0.11917,0.110578,27060.6,30703.8,29074.3,34590.3,29630.9,38007.3,35804.6,45557.7,2.20427,2.13123,0.107773,0,28.9917,999.9,61.3,31.6,28.2244,61.4629,25.2764,2,0.0942124,0,20.292,5.2113,11.974,4.9895,3.272,4077,9999,9999,999.9,4.97263,1.86317,1.86507,1.86351,1.86348,1.86401,1.86045,1.86325,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.43,-0.1572,-0.206990574,-0.001033731,9.12024E-07,-2.25E-10,-0.669117414,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.9,5.1,1.28906,2.40234,2.34741,2.65625,2.39868,2.30835,36.5287,14.8938,18,628.475,620.621,30.2772,29.0179,29.9997,28.8277,28.7703,25.8666,26.8933,99.2428,-999.9,405,22.1382,99.8466,99.6912
36,mod,control,07rec7,2.5,1.69523395,0.025363645,36,1752255968,5036.6,20250711 10:46:08,10:46:08,15,1752255960,0.001160548,1.160548428,4.068561479,401.613871,283.0989499,28.72678605,40.75280303,0.060872748,3,0.060194795,0.037682029,161.9153583,31.29764391,30.2115,4.312482166,54.71482347,2.421013121,4.424784669,1.891469045,-51.18018567,72.62102919,5.40572471,188.7619266,4.068561479,1.160548428,4.033436382,414.5590919,411.4671152,-0.001287474,66.94089322,1.16589938,22.99855903,23.8534303,-0.000327616,79.73293798,0,0,1,0,52982.30273,999.9995806,841.1993499,0.841199703,0.161915426,6,0.5,1: Needles,2,FALSE,1752255960,401.613871,405.0148387,23.8587871,23.00914839,402.095871,24.0387871,800.0053226,101.3728065,0.099791932,30.66050968,30.2115,999.9,0,0,10005,0,0.0015536,-3.348107419,411.4919032,414.5532258,0.867992194,405.0148387,23.00914839,2.420493226,2.332501613,20.50152903,19.90263226,999.9995806,0.960006581,0.03999321,0,3.05483871,0,4412.77871,7946.94129,36.306,39.08232258,37.524,38.2113871,37.052,960.0077419,39.99,0,1752255988,0,1752255985,10:46:25,1752255985,1752255985,36,-0.052,0.019,-0.482,-0.18,405,23,0.33,0.11,-3.34650878,-0.116776098,0.026423768,0,0.859649171,0.045226955,0.019700994,1,1,2,2-Jan,3.45276,2.78113,0.0961275,0.096601,0.118794,0.113848,27044,30704.3,29077.2,34591.1,29646.8,37869.7,35808.6,45560.4,2.46365,2.13442,0.0649989,0,29.1933,999.9,61.1,31.7,28.2926,61.3729,25.2324,2,0.0902363,0,20.292,5.21085,11.9736,4.98985,3.272,4081.8,9999,9999,999.9,4.97265,1.86318,1.86508,1.86356,1.86352,1.86401,1.86049,1.86325,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-0.482,-0.18,-0.146267036,-0.001033731,9.12024E-07,-2.25E-10,-0.669117414,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2.3,7.7,1.2915,2.41333,2.34741,2.65625,2.39868,2.30713,36.5996,14.8675,18,837.616,622.545,30.2526,28.9551,29.9999,28.7602,28.713,25.8947,23.7282,98.4907,-999.9,405,23.1635,99.8571,99.6957
